date‎text
2004-07-22‎urlLink    luke does the superman! thats all. urlLink
2004-07-22‎urlLink    then luke and i jumped on a trampoline because it's awesome. i was afraid though because i didn't want to kill my knees. urlLink
2004-07-22‎urlLink    ...and thats him on the ground afterwards because he bashed his head. mwahaha. urlLink
2004-07-22‎urlLink    luke dared andrew to try and clear the bushes. there he is in the air..... urlLink
2004-07-22‎urlLink    then luke jumped on nicks back because he's tiny like that. then they fell over. heh. urlLink
2004-07-22‎urlLink    haha, nick fell off his damn bike. fool. urlLink
2004-07-22‎urlLink    i went to ride my bike to andrew's because i was bored. they're building new vandalizing target- i mean, play equipment at newberry. urlLink
2004-07-22‎urlLink    this picture sucks. and my lips are big. urlLink
2004-07-22‎urlLink    he's really enjoying it, you can tell. urlLink
2004-07-22‎urlLink    ian was there too. he's being paid to endorse pepsi in this picture, might i add. urlLink
2004-07-22‎urlLink    i was watching the Ashlee Simpson show. not sure why. urlLink
2004-07-22‎Hrm, i don't know what else to say than this is going to be one weird photoblog. Meh.
2004-08-10‎urlLink    travel buggin urlLink
2004-08-10‎urlLink    me at taco bell afterwards. god i'm tired right now. must sleep. urlLink
2004-08-10‎urlLink    wuuuuuuuh? matt practicing for the  primate lookalike contest. urlLink
2004-08-10‎urlLink    geocache, hidden in a fence. urlLink
2004-08-10‎urlLink    eeeee, camo! got a travel bug as an added bonus. urlLink
2004-08-10‎urlLink    and then we went on an african safari. just kidding, we were in some wildlife preserve in kent. urlLink
2004-08-10‎urlLink    there was like a bjillion people at handels when we passed.  urlLink
2004-08-10‎urlLink    the bike path was totally deserted. made me nervous. urlLink
2004-08-10‎urlLink    *gasp* holy shit we found it. urlLink
2004-08-10‎"urlLink    and, as always, we picked up some ""ammo"". hehehehe..... urlLink"
2004-08-10‎urlLink    the paint on the hood of matt's van has numbered days. especially since we frequently pick chunks off of it. urlLink
2004-08-10‎urlLink    gettin' gas. urlLink
2004-08-10‎urlLink    tommy toughnuts next to us here. he was playing disturbed or some shitty nu-metal band of course as loud as fucking possible. ugh. urlLink
2004-08-10‎urlLink    what vehicle would be complete without fuzzy dice? urlLink
2004-08-10‎urlLink    matt and I have been tearing shit up a lot lately.  i introduced him to geocaching, and now he's hooked on it too. awesome. urlLink
2004-08-10‎
2004-08-10‎urlLink    not only is the sun setting in this picture, but the sun is also setting on my summer as well. I'm not looking forward to this coming school year. at all. urlLink
2004-08-10‎urlLink    I've been slapping Ricecop tickets on pretty much any souped up import car I can find. Can you tell I'm a little bit bored? urlLink
2004-08-10‎urlLink    Recently I discovered this great view. You can see for about probably 7 or 8 miles from up on this hill. Neato. urlLink
2004-08-10‎Hrm, whats been going on lately?
