"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"872395406403153921","","","2017-06-07 10:10:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: Me and Andrew are going to give the world a little insight as to what really lurks around in the shadows of your everyday l…","872342618335784960","759079707761451008","2017-06-07 06:41:02 +0000",""
"872162680383123461","","","2017-06-06 18:46:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You won't want to miss this one...It's going to be historic.","","","",""
"872162611181256704","","","2017-06-06 18:45:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I hope you all enjoy tomorrow's video...Be on the lookout for it around 11:45pm ET. Apologies for posting it so late but that's how it goes.","","","",""
"871824444360183808","","","2017-06-05 20:21:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Two more days.... https://t.co/2eYy7gKYDN","","","","https://twitter.com/EGSworld/status/871824444360183808/photo/1"
"871776530988494852","871776271637905408","2349008779","2017-06-05 17:11:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SamuraiGroll Great film...","","","",""
"871775020569309185","","","2017-06-05 17:05:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You're all waiting on Death Row.","","","",""
"871705830504230912","","","2017-06-05 12:30:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Still a champion...@EGS_Mackenzie #MackenzieWest #EGS https://t.co/wDDFgaTmdl","","","","https://twitter.com/EGSworld/status/871705830504230912/photo/1"
"870732830044803073","","","2017-06-02 20:04:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ready to die? ""The Westborough High Massacre""; coming June 7th, 2017. #EGS https://t.co/AVmNBsjpBt","","","","https://twitter.com/EGSworld/status/870732830044803073/photo/1"
"870705673910099968","","","2017-06-02 18:16:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: When you're gonna die you gotta die hardcore or not at all!","870693092231217158","759079707761451008","2017-06-02 17:26:24 +0000",""
"870328230296907779","","","2017-06-01 17:16:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: But it'll be around midnight eastern time, so if you're nocturnal hit me up. You won't wanna miss this thing.","870325682848628736","3462273137","2017-06-01 17:06:27 +0000",""
"870328224487796736","","","2017-06-01 17:16:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: I'm gonna need your guys' help next Wednesday night. I'll have more info on this soon; I need someone to record a brief live…","870325526061355008","3462273137","2017-06-01 17:05:49 +0000",""
"869998239415709700","","","2017-05-31 19:25:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""EGS"", recruiting souls and ruining mourning families lives since 1980.","","","",""
"869641739744813056","","","2017-05-30 19:48:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSharmony: Cry yourself to sleep if you have too...It releases energies from your soul...It's okay to be sad...","869640618682843138","863737647113613313","2017-05-30 19:44:15 +0000",""
"869641693582303239","","","2017-05-30 19:48:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: Gunpowder smells better than any flower you could ever give me.","869530804808032256","759079707761451008","2017-05-30 12:27:53 +0000",""
"869280638473568256","","","2017-05-29 19:53:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We don't need money to spread our messages, just word of mouth.","","","",""
"869279583413166080","","","2017-05-29 19:49:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Granted YouTube can probably still plaster their own ads on them I guess, but we won't be making any money off of our content here on out.","","","",""
"869279364743127040","","","2017-05-29 19:48:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Guess what world? All of our videos and future videos will be ad free. Fuck the YouTube Partnership program. Money is worthless.","","","",""
"869235234621050881","","","2017-05-29 16:53:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Summer is FINALLY here. https://t.co/Gh5OSF8I2B","","","","https://twitter.com/EGSworld/status/869235234621050881/photo/1"
"868436301305040897","","","2017-05-27 11:58:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The death of a soul isn't the end of the line; it's the rebirth of something beautiful.","","","",""
"868188253249302530","","","2017-05-26 19:33:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: Why am I not in hell? Hell wouldn't have me. 😈😈😈😈😈😈😈😈😈😈😈 I'm more evil than fucking Hitler!","868161801279635458","759079707761451008","2017-05-26 17:47:57 +0000",""
"866988157660798976","","","2017-05-23 12:04:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @EGSandrew: Another catastrophic even happens and as expected the social media ""sympathy"" whores come out of the woodwork.","866883935468498945","3462273137","2017-05-23 05:10:10 +0000",""
"866988135657484289","","","2017-05-23 12:04:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @EGS_Mackenzie: Sitting alone in the dark...It helps me think...","866885972629311488","745608207993712640","2017-05-23 05:18:16 +0000",""
"866696413849300993","","","2017-05-22 16:45:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: I don't like Mondays! I don't like Mondays! I don't like Mondays! I wanna shoot the whole day DOWN!","866642885017567233","759079707761451008","2017-05-22 13:12:19 +0000",""
"866373454764888069","866362066319179776","834134874470625280","2017-05-21 19:21:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 @EGScelesta Having Celesta chase after me would be amazing hahaha It'd be a rush.","","","",""
"866344519431794688","","","2017-05-21 17:26:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","To anyone who has or has intended on donating towards future productions. https://t.co/FLSFsAqFnm","","","","https://www.facebook.com/EmbersGhostSquad/posts/662187880639934"
"866314411417509888","","","2017-05-21 15:27:05 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clue 03: Morse Code #DEKHARBS #EGS","","","",""
"865993563255037952","","","2017-05-20 18:12:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","17 days...Is your calendar marked? #EGS #BigThings #June7 #DEKHARBS","","","",""
"865992676386246662","","","2017-05-20 18:08:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSfroggy: I don't wanna brag but I give one mean massage if anyone wants me to get my hands dirty. 😏 I can make you forget allllll you…","865989540393218051","759076377505239049","2017-05-20 17:56:10 +0000",""
"865660725942812673","","","2017-05-19 20:09:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSharmony: @EGSrachael So do I. 🤤","865660551657132032","863737647113613313","2017-05-19 20:08:53 +0000",""
"865660691402727425","","","2017-05-19 20:09:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSrachael: @EGSharmony Bitch I don't cry! I make others cry! 😈","865591797845606402","759079707761451008","2017-05-19 15:35:41 +0000",""
"865660657873453057","","","2017-05-19 20:09:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSandrew: @EGSharmony @EGSrachael She legit DOES NOT cry. You'd have a better chance of finding a skunk in your underwater drawer than…","865297844126744577","3462273137","2017-05-18 20:07:37 +0000",""
"865660629029277696","","","2017-05-19 20:09:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSharmony: If there's anyone who refuses to cry, it's Rachael. Come on @EGSrachael, you're like 12 years overdue!","865296446987399173","863737647113613313","2017-05-18 20:02:04 +0000",""
"865248200084553731","","","2017-05-18 16:50:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If you think your body is ready for June 7th then you're gravely mistaken...","","","",""
"865040125654380544","864931606515130370","2349008779","2017-05-18 03:03:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SamuraiGroll Of course!","","","",""
"864929584176824320","","","2017-05-17 19:44:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Life is a chore; it takes its toll. You'll be happier here; just give us your soul.","","","",""
"864929495249301506","","","2017-05-17 19:43:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Feed us your stress; feed us your pain. Come away with us and be young again.","","","",""
"864926676588822530","","","2017-05-17 19:32:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSharmony: I have no remorse for who lives and dies; you play by my rules. My patients always discharge satisfied....I make sure of th…","864925232691367936","863737647113613313","2017-05-17 19:26:59 +0000",""
"864926636336197633","","","2017-05-17 19:32:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EGSharmony: I made the mistake of helping humans end their suffering..now it's become a manic game of playing ""God"". I do want to help.…","864924687100387328","863737647113613313","2017-05-17 19:24:49 +0000",""
