date‎text
2004-07-08‎Summer is half way over for me. It hasn't really felt like summer at all actually.  Working has taken up so much of my time that I can barely make time for much else. It is looking a little bit brighter though. Next week I have off 4 days in a row while my mom sister and I head up to Erie for a little getaway break/ enjoy time together before I leave kinda thing.  I can't wait. Then I have a week...then I leave for Pheonix...and that'll be a blast.  Then 3 weeks after that I leave for college. I can't believe it's coming this fast.  This weekend I go up and plan out all my classes. Yikeso!   Today I had to work at 8-2. That wasn't so bad but I was busy the entire time. I don't so much like cooking like I thought I would.  Then I came home and hung out before I went to youth group. We played that scavenger verse game tonight..and I had to set it all up. I bet I hid like..50 some words. That took FOREVER. It was fun tho. Then I came home and had some of Mom's ham dinner..and then my stomach got worse and was hurting so I tried a hot bath and that did nothing. So thenI got in bed and Jonathan called and made me feel better....:)  Oh well.  I am going to get to bed now before I fall off my chair...g'night world
2004-07-08‎urlLink    Fun times at ATF w/my adopted uncles Bill and Ron...love you guys! urlLink
2004-07-08‎urlLink    Here's my baby... urlLink
2004-07-08‎urlLink    I found this guy wandering around in downtown Pittsburgh..hmmmm urlLink
2004-08-05‎urlLink    It's so full of LIFE....;) urlLink
2004-08-05‎urlLink    Yeah we're not in PA anymore urlLink
2004-08-05‎urlLink    Chris and Brian really do have eyes on the back of their heads urlLink
2004-08-05‎urlLink    Can we say trouble? ;) urlLink
2004-08-05‎urlLink    Cool cat urlLink
2004-08-05‎urlLink    The big light palm tree urlLink
2004-08-05‎urlLink    The cross with our weaknesses on it...that was the most amazing moments urlLink
2004-08-05‎urlLink    The Switch urlLink
2004-08-05‎urlLink    Nailing our weaknesses to the cross urlLink
2004-08-05‎urlLink    Aw how cute are we three..haha urlLink
2004-08-05‎urlLink    Steph looks ....lol..i dunno  urlLink
2004-08-05‎urlLink    Jonathan...you crack me up kiddo urlLink
2004-08-05‎urlLink    We're real cowgirls...;) urlLink
2004-08-05‎urlLink    MY CACTUS!! that I never got my picture with..:( urlLink
2004-08-05‎urlLink    Jonathan..*sigh*..;)...and The Queen! urlLink
2004-08-05‎urlLink    Rach and I on that thar wagon urlLink
2004-08-05‎urlLink    Brian being the best cowboy up there urlLink
2004-08-05‎urlLink    Me and Jonathan...oh he's so cute..:) urlLink
2004-08-05‎urlLink    Rach and Kevin at dinner or lunch..can't remember urlLink
2004-08-05‎urlLink    Our beautiful work of art that should also be on a city corner..or at least at the center of our table...oh yeah..it was.... urlLink
2004-08-05‎urlLink    Chris L, Brandon B, and Rachie...er I mean the Queen :) urlLink
2004-08-05‎urlLink    Princess Ariel, The Queen, and Miss America. Yeah can you believe they were there??? urlLink
2004-08-05‎urlLink    Us before the closing session Saturday night urlLink
2004-08-05‎urlLink    The speaker God used to change my life urlLink
2004-08-05‎urlLink    K lemme just say how gross protien is..no matter what... urlLink
2004-08-05‎urlLink    Chris looks like that thing is about to fall on him....well I think so anyways... urlLink
2004-08-05‎urlLink    We're pretty amazed by this...thing we found... urlLink
2004-08-05‎urlLink    Rach under the weird..big...thing... urlLink
2004-08-05‎urlLink    Our friend Alvin who we found out was a Christian! He's making our breakfast..mm urlLink
2004-08-05‎urlLink    Rach and Steph at the Waffle House urlLink
2004-08-05‎urlLink    CUTE Greenleaf family at the Waffle House urlLink
2004-08-05‎urlLink    pretty mountains urlLink
2004-08-05‎urlLink    desert and pheonix from sky urlLink
2004-08-05‎urlLink    On zee plane urlLink
2004-08-05‎urlLink    On the way to Phoenix urlLink
